Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
48,0.997656660420554,0,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1',b'cps_early_childhood_portal_scrape.csv',b'salvation army - temple / salvation army',b'1 n ogden ave',b'60640',b'2262649',b'',b'child care',b'half day/full day',b'',b'',b'',b'salvation army',b'near west side',b'',b'',b'',b'',b'barbara martin',b'no',b'no',b'no',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
48,0.997656660420554,1,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Temple / Salvation Army,1 N Ogden Ave ,,2262649,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1',b'cps_early_childhood_portal_scrape.csv',b'salvation army - temple / salvation army',b'1 n ogden ave',b'60640',b'2262649',b'',b'child care',b'half day/full day',b'',b'',b'',b'salvation army',b'near west side',b'',b'',b'',b'',b'barbara martin',b'no',b'no',b'no',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
61,0.9920815130074819,2,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2',b'cps_early_childhood_portal_scrape.csv',b'national louis university - dr. effie o. ellis training center',b'10 s kedzie ave',b'',b'5339011',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
61,0.9920815130074819,3,CPS_Early_Childhood_Portal_scrape.csv, National Louis University - Dr. Effie O. Ellis Training Center,10 S Kedzie Ave ,,5339011,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2',b'cps_early_childhood_portal_scrape.csv',b'national louis university - dr. effie o. ellis training center',b'10 s kedzie ave',b'',b'5339011',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
63,0.7903011185782296,4,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - olive-harvey college',b'10001 s woodlawn',b'60628',b'2916100',b'',b'child care',b'extended day',b'',b'',b'pullman',b'board trustees-city colleges of chicago',b'pullman',b'',b'',b'',b'',b'tiffany carter',b'yes',b'no',b'no',b'7056ps(hs collaboration with childcare & prek)',b'www.ccc.edu',b'phyllis daniels-ward',b'tiffany carter',b'',b'',b'',b'',b'',b'child care'
63,0.7903011185782296,5,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Olive-Harvey College,10001 S Woodlawn Ave ,,2916100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'5',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - olive-harvey college',b'10001 s woodlawn',b'60628',b'2916100',b'',b'child care',b'extended day',b'',b'',b'pullman',b'board trustees-city colleges of chicago',b'pullman',b'',b'',b'',b'',b'tiffany carter',b'yes',b'no',b'no',b'7056ps(hs collaboration with childcare & prek)',b'www.ccc.edu',b'phyllis daniels-ward',b'tiffany carter',b'',b'',b'',b'',b'',b'child care'
64,0.9991489052772522,6,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1161',b'cps_early_childhood_portal_scrape.csv',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'1001 w roosevelt rd',b'',b'9395115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
64,0.9991489052772522,7,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1161',b'cps_early_childhood_portal_scrape.csv',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'1001 w roosevelt rd',b'',b'9395115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
68,0.9903437495231628,8,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Uptown Head Start / Hull House,1020 W Bryn Mawr Ave ,,7695753,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'8',b'cps_early_childhood_portal_scrape.csv',b'hull house association - uptown head start / hull house',b'1020 w bryn mawr ave',b'60660',b'7695753',b'',b'child care',b'extended day',b'',b'',b'',b'hull house association',b'edgewater',b'',b'',b'',b'',b'martha abarca',b'yes',b'no',b'no',b'7027ps(hs collaboration with childcare & prek)',b'',b'',b'',b'',b'',b'',b'',b'',b''
71,0.9966890513896942,9,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'9',b'cps_early_childhood_portal_scrape.csv',b'hull house association - child dev. central office- hull house cds-homes',b'1030 w van buren st',b'60623',b'9068600',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
71,0.9966890513896942,10,CPS_Early_Childhood_Portal_scrape.csv, Hull House Association - Child Dev. Central Office- Hull House CDS-Homes,1030 W Van Buren St ,,9068600,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'9',b'cps_early_childhood_portal_scrape.csv',b'hull house association - child dev. central office- hull house cds-homes',b'1030 w van buren st',b'60623',b'9068600',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
72,0.9458600878715515,11,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'12',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - st. kevin',b'10509 s torrence ave',b'',b'3746466',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
72,0.9458600878715515,12,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - St. Kevin,10509 S Torrence Ave ,,3746466,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'12',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - st. kevin',b'10509 s torrence ave',b'',b'3746466',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
799,,13,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Community Learning Center,10612 S Wentworth ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.8669717056410653,14,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'14',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - cordia marian',b'1100 s may st',b'60607',b'6663787',b'',b'child care',b'extended day',b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
74,0.8669717056410653,15,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'14',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - cordia marian',b'1100 s may st',b'60607',b'6663787',b'',b'child care',b'extended day',b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b'child care'
75,0.8916789889335632,16,CPS_Early_Childhood_Portal_scrape.csv, Thresholds - Thresholds Mothers' Project,1110 W Belmont Ave ,,4723558,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'16',b'cps_early_childhood_portal_scrape.csv',"b""thresholds - thresholds mothers' project""",b'1110 w belmont ave',b'60613',b'4723558',b'',b'child care',b'extended day',b'',b'',b'',b'thresholds',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'www.thresholds.org',b'ayana kiklas',b'ayana kiklas',b'',b'',b'',b'',b'',b''
106,0.9977947672208151,17,CPS_Early_Childhood_Portal_scrape.csv, Bethel New Life - Molade Child Development Center,1120 N Lamon Ave ,,6267760,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1233',b'cps_early_childhood_portal_scrape.csv',b'bethel new life - molade child development center',b'1120 n lamon ave',b'',b'6267760',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
77,0.8411345481872559,18,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St ,,9897433,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'18',b'cps_early_childhood_portal_scrape.csv',b'south east asia center - south-east asia center(ainslie)',b'1124 w ainslie st',b'',b'9897433',b'',b'school age',b'part day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
81,0.8115890622138977,19,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1236',b'cps_early_childhood_portal_scrape.csv',b'ada s. mckinley community services - mckinley - roseland',b'11410 s edbrooke ave',b'',b'4681918',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
81,0.8115890622138977,20,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Roseland,11410 S Edbrooke Ave ,,4681918,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1236',b'cps_early_childhood_portal_scrape.csv',b'ada s. mckinley community services - mckinley - roseland',b'11410 s edbrooke ave',b'',b'4681918',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
92,0.9859866897265116,21,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Truman,1145 W Wilson Ave ,,8781700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'21',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - truman',b'1145 w wilson ave',b'60640',b'8781700',b'',b'child care',b'extended day',b'',b'',b'',b'board trustees-city colleges of chicago',b'uptown',b'',b'',b'',b'',b'judi gibian-mennenga',b'yes',b'no',b'no',"b'7099ps(hs collaboration with childcare & prek), 4386ps(child'",b'www.ccc.edu',b'phyllis daniels-ward',b'dexter smith',b'',b'',b'',b'',b'',b''
142,0.9991489052772522,22,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'23',b'cps_early_childhood_portal_scrape.csv',b'chicago state university - gingerbread house',b'11640 s wentworth ave',b'',b'9284041',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
142,0.9991489052772522,23,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Gingerbread House,11640 S Wentworth Ave ,,9284041,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'23',b'cps_early_childhood_portal_scrape.csv',b'chicago state university - gingerbread house',b'11640 s wentworth ave',b'',b'9284041',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
93,0.9991489052772522,24,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'24',b'cps_early_childhood_portal_scrape.csv',b'chicago state university - academy of early education',b'124 e 113th st',b'',b'7858163',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
93,0.9991489052772522,25,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Academy of Early Education,124 E 113th St ,,7858163,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'24',b'cps_early_childhood_portal_scrape.csv',b'chicago state university - academy of early education',b'124 e 113th st',b'',b'7858163',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
82,0.9991489052772522,26,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Stepping Stones Early/Childhood Lear,1300 E 75th St ,,4930000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'26',b'cps_early_childhood_portal_scrape.csv',b'easter seals society of metropolitan chicago - stepping stones early/childhood lear',b'1300 e 75th st',b'',b'4930000',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
101,0.9485826909542083,27,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'28',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - fosco abla center',b'1312 s racine ave',b'',b'7466024',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
101,0.9485826909542083,28,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'28',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - fosco abla center',b'1312 s racine ave',b'',b'7466024',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
49,0.9705411195755005,29,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'29',b'cps_early_childhood_portal_scrape.csv',b'salvation army incarnation',b'1345 n karlov',b'60651',b'2764118',b'',b'child care',b'extended day',b'',b'',b'',b'salvation army',b'humboldt park',b'',b'',b'',b'',b'zoraida fernandini',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'zoraida fernandini',b'',b'03/31/15',b'344640',b'elsa_galan@usc.salvationarmy.org',b'',b''
248,0.9982699751853943,30,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'30',b'cps_early_childhood_portal_scrape.csv',b'abraham lincoln centre - hope presbyterian church',b'1354 w 61st st',b'60636',b'4715100',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
94,0.8239982681615012,31,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1240',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'1449 s keeler ave',b'',b'2775888',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
94,0.8239982681615012,32,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Lourdes,1449 S Keeler Ave ,,5213126,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1240',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'1449 s keeler ave',b'',b'2775888',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
129,0.8922403256098429,33,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - North Austin / LSSI,1500 N Mason Ave ,,2371930,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2226',b'cps_early_childhood_portal_scrape.csv',b'lutheran social services north austin',b'1500 n mason',b'60651',b'2371930',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'austin',b'lutheran social services of illinois',b'austin',b'',b'',b'',b'',b'doris holden',b'yes',b'no',b'no',"b'4115it(child care it center), 7015ps(hs collaboration with c'",b'www.lssi.org',b'john schnier',b'doris holden',b'',b'',b'',b'',b'',b'child care'
98,0.9991489,34,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - New Birth,1500 W 69th St ,,4710699,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'34',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - new birth',b'1500 w 69th st',b'',b'4710699',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
99,0.9981267750263214,35,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers - Mt. Moriah-Taylor / CYC,1501 N Harding Ave ,,2785837,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'35',b'cps_early_childhood_portal_scrape.csv',b'chicago youth centers - mt. moriah-taylor',b'1501 n harding',b'60651',b'2785837',b'',b'child care',b'extended day',b'',b'',b'',b'chicago youth centers',b'humboldt park',b'',b'',b'',b'',b'elizabeth heilbronn',b'yes',b'no',b'no',b'7065ps(hs collaboration with childcare & prek)',b'www.chicagoyouthcenters.org',b'harry wells',b'elizabeth heilbronn',b'',b'',b'',b'',b'',b'child care'
102,0.883318966627121,36,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1172',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - marcy center',b'1539 s springfield ave',b'',b'7612300',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
102,0.883318966627121,37,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1172',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - marcy center',b'1539 s springfield ave',b'',b'7612300',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
107,0.9096915483474731,38,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane League - Mary Crane - Morse,1545 W Morse Ave ,,2621390,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'38',b'cps_early_childhood_portal_scrape.csv',b'mary crane league mary crane center (morse)',b'1545 w morse',b'60626',b'2621390',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'mary crane league',b'rogers park',b'',b'',b'',b'',b'guadalupe herrera',b'yes',b'no',b'no',b'4270ps(hs collaboration with childcare & prek)',b'www.marycrane.org',b'lavetter terry',b'traci medina',b'',b'',b'',b'',b'',b'child care'
50,0.9991489052772522,39,CPS_Early_Childhood_Portal_scrape.csv, South Shore Bible - Maranatha,1631 E 71st St ,,4937500,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'39',b'cps_early_childhood_portal_scrape.csv',b'south shore bible - maranatha',b'1631 e 71st st',b'',b'4937500',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
112,0.9621953831778632,40,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Taylor Center for New Experiences,1633 N Hamlin Ave ,,2278551,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'40',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - taylor center for new experiences',b'1633 n hamlin',b'60647',b'2278551',b'',b'head start',b'extended day',b'',b'',b'humboldt park',b'chicago commons association',b'humboldt park',b'',b'',b'',b'',b'nilda vargas',b'yes',b'no',b'yes',"b'2629it(child care it center), 3401ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'vanessa powell',b'',b'08/31/14',b'283654',b'powellv@chicagocommons.org',b'',b'child care'
78,0.9991489052772522,41,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Ebenezer,1652 W Foster Ave ,,8789925,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'41',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - ebenezer',b'1652 w foster ave',b'',b'8789925',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
113,0.8754289895296097,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'42',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - paulo freire',b'1653 w 43rd st',b'60609',b'8262669',b'',b'child care',b'half day/full day',b'',b'',b'new city',b'chicago commons association',b'new city',b'',b'',b'',b'',b'jenny seacat',b'yes',b'no',b'yes',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'nilda vargas',b'',b'',b'',b'',b'',b'child care'
114,0.9662252834865025,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2496',b'cps_early_childhood_portal_scrape.csv',b'erie neighborhood house - erie community center',b'1701 w superior st',b'60622',b'5635800',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
116,0.8918129693378102,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1711 w 35th street',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
116,0.8918129693378102,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1711 w 35th street',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
119,0.9757024,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'46',b'cps_early_childhood_portal_scrape.csv',b'childserv - pilsen',b'1711 w garfield blvd',b'',b'',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
